system:index,date,date_millis,precip,.geo
20130801,20130801,1.3753152E12,0.0,
20130802,20130802,1.3754016E12,0.0,
20130803,20130803,1.375488E12,0.0,
20130804,20130804,1.3755744E12,0.0,
20130805,20130805,1.3756608E12,0.0,
20130806,20130806,1.3757472E12,0.0,
20130807,20130807,1.3758336E12,0.0,
20130808,20130808,1.37592E12,0.0,
20130809,20130809,1.3760064E12,0.0,
20130810,20130810,1.3760928E12,0.0,
20130811,20130811,1.3761792E12,0.0,
20130812,20130812,1.3762656E12,0.0,
20130813,20130813,1.376352E12,0.0,
20130814,20130814,1.3764384E12,0.0,
20130815,20130815,1.3765248E12,0.0,
20130816,20130816,1.3766112E12,5.3288445472717285,
20130817,20130817,1.3766976E12,0.0,
20130818,20130818,1.376784E12,0.0,
20130819,20130819,1.3768704E12,0.0,
20130820,20130820,1.3769568E12,0.0,
20130821,20130821,1.3770432E12,0.0,
20130822,20130822,1.3771296E12,0.0,
20130823,20130823,1.377216E12,0.0,
20130824,20130824,1.3773024E12,2.5474298000335693,
20130825,20130825,1.3773888E12,0.0,
20130826,20130826,1.3774752E12,0.0,
20130827,20130827,1.3775616E12,0.0,
20130828,20130828,1.377648E12,0.0,
20130829,20130829,1.3777344E12,0.0,
20130830,20130830,1.3778208E12,0.0,
20130831,20130831,1.3779072E12,0.0,
20130901,20130901,1.3779936E12,0.0,
20130902,20130902,1.37808E12,0.0,
20130903,20130903,1.3781664E12,0.0,
20130904,20130904,1.3782528E12,0.0,
20130905,20130905,1.3783392E12,0.0,
20130906,20130906,1.3784256E12,11.713449478149414,
20130907,20130907,1.378512E12,5.856724739074707,
20130908,20130908,1.3785984E12,0.0,
20130909,20130909,1.3786848E12,5.856724739074707,
20130910,20130910,1.3787712E12,0.0,
20130911,20130911,1.3788576E12,0.0,
20130912,20130912,1.378944E12,0.0,
20130913,20130913,1.3790304E12,0.0,
20130914,20130914,1.3791168E12,0.0,
20130915,20130915,1.3792032E12,0.0,
20130916,20130916,1.3792896E12,0.0,
20130917,20130917,1.379376E12,21.40302085876465,
20130918,20130918,1.3794624E12,21.40302085876465,
20130919,20130919,1.3795488E12,0.0,
20130920,20130920,1.3796352E12,0.0,
20130921,20130921,1.3797216E12,0.0,
20130922,20130922,1.379808E12,0.0,
20130923,20130923,1.3798944E12,0.0,
20130924,20130924,1.3799808E12,0.0,
20130925,20130925,1.3800672E12,0.0,
20130926,20130926,1.3801536E12,0.0,
20130927,20130927,1.38024E12,0.0,
20130928,20130928,1.3803264E12,0.0,
20130929,20130929,1.3804128E12,0.0,
20130930,20130930,1.3804992E12,0.0,
20131001,20131001,1.3805856E12,8.9918851852417,
20131002,20131002,1.380672E12,0.0,
20131003,20131003,1.3807584E12,0.0,
20131004,20131004,1.3808448E12,13.48782730102539,
20131005,20131005,1.3809312E12,13.48782730102539,
20131006,20131006,1.3810176E12,7.934298038482666,
20131007,20131007,1.381104E12,15.868596076965332,
20131008,20131008,1.3811904E12,0.0,
20131009,20131009,1.3812768E12,7.934298038482666,
20131010,20131010,1.3813632E12,7.934298038482666,
20131011,20131011,1.3814496E12,0.0,
20131012,20131012,1.381536E12,6.507795810699463,
20131013,20131013,1.3816224E12,19.523387908935547,
20131014,20131014,1.3817088E12,6.507795810699463,
20131015,20131015,1.3817952E12,13.015591621398926,
20131016,20131016,1.3818816E12,12.015172958374023,
20131017,20131017,1.381968E12,0.0,
20131018,20131018,1.3820544E12,4.005057334899902,
20131019,20131019,1.3821408E12,20.025287628173828,
20131020,20131020,1.3822272E12,4.005057334899902,
20131021,20131021,1.3823136E12,0.0,
20131022,20131022,1.3824E12,22.46290397644043,
20131023,20131023,1.3824864E12,14.97527027130127,
20131024,20131024,1.3825728E12,0.0,
20131025,20131025,1.3826592E12,14.97527027130127,
20131026,20131026,1.3827456E12,0.0,
20131027,20131027,1.382832E12,12.343106269836426,
20131028,20131028,1.3829184E12,12.343106269836426,
20131029,20131029,1.3830048E12,0.0,
20131030,20131030,1.3830912E12,24.68621253967285,
20131031,20131031,1.3831776E12,0.0,
20131101,20131101,1.383264E12,0.0,
20131102,20131102,1.3833504E12,11.239105224609375,
20131103,20131103,1.3834368E12,5.6195526123046875,
20131104,20131104,1.3835232E12,16.858657836914062,
20131105,20131105,1.3836096E12,0.0,
20131106,20131106,1.383696E12,6.118937015533447,
20131107,20131107,1.3837824E12,0.0,
20131108,20131108,1.3838688E12,3.0594685077667236,
20131109,20131109,1.3839552E12,0.0,
20131110,20131110,1.3840416E12,0.0,
20131111,20131111,1.384128E12,18.26762580871582,
20131112,20131112,1.3842144E12,27.401437759399414,
20131113,20131113,1.3843008E12,0.0,
20131114,20131114,1.3843872E12,0.0,
20131115,20131115,1.3844736E12,0.0,
20131116,20131116,1.38456E12,11.860431671142578,
20131117,20131117,1.3846464E12,5.930215835571289,
20131118,20131118,1.3847328E12,11.860431671142578,
20131119,20131119,1.3848192E12,0.0,
20131120,20131120,1.3849056E12,17.790647506713867,
20131121,20131121,1.384992E12,35.478843688964844,
20131122,20131122,1.3850784E12,0.0,
20131123,20131123,1.3851648E12,8.869710922241211,
20131124,20131124,1.3852512E12,35.478843688964844,
20131125,20131125,1.3853376E12,0.0,
20131126,20131126,1.385424E12,0.0,
20131127,20131127,1.3855104E12,14.922651290893555,
20131128,20131128,1.3855968E12,0.0,
20131129,20131129,1.3856832E12,14.922651290893555,
20131130,20131130,1.3857696E12,0.0,
20131201,20131201,1.385856E12,13.870923042297363,
20131202,20131202,1.3859424E12,6.935461521148682,
20131203,20131203,1.3860288E12,0.0,
20131204,20131204,1.3861152E12,6.935461521148682,
20131205,20131205,1.3862016E12,0.0,
20131206,20131206,1.386288E12,0.0,
20131207,20131207,1.3863744E12,38.202301025390625,
20131208,20131208,1.3864608E12,0.0,
20131209,20131209,1.3865472E12,19.101150512695312,
20131210,20131210,1.3866336E12,0.0,
20131211,20131211,1.38672E12,6.742987155914307,
20131212,20131212,1.3868064E12,13.485974311828613,
20131213,20131213,1.3868928E12,20.228960037231445,
20131214,20131214,1.3869792E12,6.742987155914307,
20131215,20131215,1.3870656E12,13.485974311828613,
20131216,20131216,1.387152E12,5.75320291519165,
20131217,20131217,1.3872384E12,23.0128116607666,
20131218,20131218,1.3873248E12,23.0128116607666,
20131219,20131219,1.3874112E12,40.272422790527344,
20131220,20131220,1.3874976E12,17.25960922241211,
20131221,20131221,1.387584E12,73.90785217285156,
20131222,20131222,1.3876704E12,10.55826473236084,
20131223,20131223,1.3877568E12,21.11652946472168,
20131224,20131224,1.3878432E12,21.11652946472168,
20131225,20131225,1.3879296E12,0.0,
20131226,20131226,1.388016E12,0.0,
20131227,20131227,1.3881024E12,6.924975872039795,
20131228,20131228,1.3881888E12,13.84995174407959,
20131229,20131229,1.3882752E12,13.84995174407959,
20131230,20131230,1.3883616E12,6.924975872039795,
20131231,20131231,1.388448E12,6.924975872039795,
20140101,20140101,1.3885344E12,16.348112106323242,
20140102,20140102,1.3886208E12,0.0,
20140103,20140103,1.3887072E12,0.0,
20140104,20140104,1.3887936E12,8.174056053161621,
20140105,20140105,1.38888E12,0.0,
20140106,20140106,1.3889664E12,8.45535945892334,
20140107,20140107,1.3890528E12,0.0,
20140108,20140108,1.3891392E12,8.45535945892334,
20140109,20140109,1.3892256E12,8.45535945892334,
20140110,20140110,1.389312E12,8.45535945892334,
20140111,20140111,1.3893984E12,0.0,
20140112,20140112,1.3894848E12,0.0,
20140113,20140113,1.3895712E12,0.0,
20140114,20140114,1.3896576E12,8.434491157531738,
20140115,20140115,1.389744E12,8.434491157531738,
20140116,20140116,1.3898304E12,8.513884544372559,
20140117,20140117,1.3899168E12,8.513884544372559,
20140118,20140118,1.3900032E12,4.256942272186279,
20140119,20140119,1.3900896E12,12.77082633972168,
20140120,20140120,1.390176E12,4.256942272186279,
20140121,20140121,1.3902624E12,0.0,
20140122,20140122,1.3903488E12,42.736263275146484,
20140123,20140123,1.3904352E12,0.0,
20140124,20140124,1.3905216E12,21.368131637573242,
20140125,20140125,1.390608E12,0.0,
20140126,20140126,1.3906944E12,13.946709632873535,
20140127,20140127,1.3907808E12,0.0,
20140128,20140128,1.3908672E12,0.0,
20140129,20140129,1.3909536E12,0.0,
20140130,20140130,1.39104E12,0.0,
20140131,20140131,1.3911264E12,20.920066833496094,
20140201,20140201,1.3912128E12,14.280272483825684,
20140202,20140202,1.3912992E12,0.0,
20140203,20140203,1.3913856E12,7.140136241912842,
20140204,20140204,1.391472E12,14.280272483825684,
20140205,20140205,1.3915584E12,7.140136241912842,
20140206,20140206,1.3916448E12,0.0,
20140207,20140207,1.3917312E12,12.95375919342041,
20140208,20140208,1.3918176E12,19.430639266967773,
20140209,20140209,1.391904E12,6.476879596710205,
20140210,20140210,1.3919904E12,12.95375919342041,
20140211,20140211,1.3920768E12,20.53062629699707,
20140212,20140212,1.3921632E12,20.53062629699707,
20140213,20140213,1.3922496E12,51.32656478881836,
20140214,20140214,1.392336E12,0.0,
20140215,20140215,1.3924224E12,30.79593849182129,
20140216,20140216,1.3925088E12,55.1242561340332,
20140217,20140217,1.3925952E12,0.0,
20140218,20140218,1.3926816E12,36.749507904052734,
20140219,20140219,1.392768E12,9.187376976013184,
20140220,20140220,1.3928544E12,9.187376976013184,
20140221,20140221,1.3929408E12,54.8115234375,
20140222,20140222,1.3930272E12,0.0,
20140223,20140223,1.3931136E12,9.13525390625,
20140224,20140224,1.3932E12,27.40576171875,
20140225,20140225,1.3932864E12,0.0,
20140226,20140226,1.3933728E12,0.0,
20140227,20140227,1.3934592E12,0.0,
20140228,20140228,1.3935456E12,7.692861080169678,
20140301,20140301,1.393632E12,20.246936798095703,
20140302,20140302,1.3937184E12,20.246936798095703,
20140303,20140303,1.3938048E12,20.246936798095703,
20140304,20140304,1.3938912E12,60.740814208984375,
20140305,20140305,1.3939776E12,0.0,
20140306,20140306,1.394064E12,36.778846740722656,
20140307,20140307,1.3941504E12,18.389423370361328,
20140308,20140308,1.3942368E12,27.584136962890625,
20140309,20140309,1.3943232E12,0.0,
20140310,20140310,1.3944096E12,0.0,
20140311,20140311,1.394496E12,71.41645812988281,
20140312,20140312,1.3945824E12,28.56658363342285,
20140313,20140313,1.3946688E12,0.0,
20140314,20140314,1.3947552E12,0.0,
20140315,20140315,1.3948416E12,28.56658363342285,
20140316,20140316,1.394928E12,16.404573440551758,
20140317,20140317,1.3950144E12,8.202286720275879,
20140318,20140318,1.3951008E12,8.202286720275879,
20140319,20140319,1.3951872E12,0.0,
20140320,20140320,1.3952736E12,8.202286720275879,
20140321,20140321,1.39536E12,0.0,
20140322,20140322,1.3954464E12,26.233386993408203,
20140323,20140323,1.3955328E12,13.116693496704102,
20140324,20140324,1.3956192E12,13.116693496704102,
20140325,20140325,1.3957056E12,0.0,
20140326,20140326,1.395792E12,0.0,
20140327,20140327,1.3958784E12,33.40007781982422,
20140328,20140328,1.3959648E12,6.680016040802002,
20140329,20140329,1.3960512E12,0.0,
20140330,20140330,1.3961376E12,6.680016040802002,
20140331,20140331,1.396224E12,0.0,
20140401,20140401,1.3963104E12,0.0,
20140402,20140402,1.3963968E12,0.0,
20140403,20140403,1.3964832E12,20.69454574584961,
20140404,20140404,1.3965696E12,10.347272872924805,
20140405,20140405,1.396656E12,0.0,
20140406,20140406,1.3967424E12,0.0,
20140407,20140407,1.3968288E12,0.0,
20140408,20140408,1.3969152E12,0.0,
20140409,20140409,1.3970016E12,10.854846000671387,
20140410,20140410,1.397088E12,10.854846000671387,
20140411,20140411,1.3971744E12,0.0,
20140412,20140412,1.3972608E12,0.0,
20140413,20140413,1.3973472E12,19.25371742248535,
20140414,20140414,1.3974336E12,19.25371742248535,
20140415,20140415,1.39752E12,0.0,
20140416,20140416,1.3976064E12,0.0,
20140417,20140417,1.3976928E12,0.0,
20140418,20140418,1.3977792E12,15.386626243591309,
20140419,20140419,1.3978656E12,0.0,
20140420,20140420,1.397952E12,0.0,
20140421,20140421,1.3980384E12,8.412123680114746,
20140422,20140422,1.3981248E12,0.0,
20140423,20140423,1.3982112E12,0.0,
20140424,20140424,1.3982976E12,0.0,
20140425,20140425,1.398384E12,0.0,
20140426,20140426,1.3984704E12,0.0,
20140427,20140427,1.3985568E12,0.0,
20140428,20140428,1.3986432E12,0.0,
20140429,20140429,1.3987296E12,0.0,
20140430,20140430,1.398816E12,0.0,
20140501,20140501,1.3989024E12,0.0,
20140502,20140502,1.3989888E12,13.279945373535156,
20140503,20140503,1.3990752E12,0.0,
20140504,20140504,1.3991616E12,0.0,
20140505,20140505,1.399248E12,0.0,
20140506,20140506,1.3993344E12,0.0,
20140507,20140507,1.3994208E12,0.0,
20140508,20140508,1.3995072E12,12.31296443939209,
20140509,20140509,1.3995936E12,0.0,
20140510,20140510,1.39968E12,0.0,
20140511,20140511,1.3997664E12,0.0,
20140512,20140512,1.3998528E12,0.0,
20140513,20140513,1.3999392E12,0.0,
20140514,20140514,1.4000256E12,0.0,
20140515,20140515,1.400112E12,0.0,
20140516,20140516,1.4001984E12,0.0,
20140517,20140517,1.4002848E12,0.0,
20140518,20140518,1.4003712E12,0.0,
20140519,20140519,1.4004576E12,0.0,
20140520,20140520,1.400544E12,10.700325012207031,
20140521,20140521,1.4006304E12,0.0,
20140522,20140522,1.4007168E12,0.0,
20140523,20140523,1.4008032E12,0.0,
20140524,20140524,1.4008896E12,0.0,
20140525,20140525,1.400976E12,0.0,
20140526,20140526,1.4010624E12,0.0,
20140527,20140527,1.4011488E12,0.0,
20140528,20140528,1.4012352E12,0.0,
20140529,20140529,1.4013216E12,0.0,
20140530,20140530,1.401408E12,0.0,
20140531,20140531,1.4014944E12,0.0,
20140601,20140601,1.4015808E12,0.0,
20140602,20140602,1.4016672E12,0.0,
20140603,20140603,1.4017536E12,0.0,
20140604,20140604,1.40184E12,0.0,
20140605,20140605,1.4019264E12,0.0,
20140606,20140606,1.4020128E12,0.0,
20140607,20140607,1.4020992E12,0.0,
20140608,20140608,1.4021856E12,0.0,
20140609,20140609,1.402272E12,0.0,
20140610,20140610,1.4023584E12,0.0,
20140611,20140611,1.4024448E12,0.0,
20140612,20140612,1.4025312E12,0.0,
20140613,20140613,1.4026176E12,0.0,
20140614,20140614,1.402704E12,0.0,
20140615,20140615,1.4027904E12,0.0,
20140616,20140616,1.4028768E12,0.0,
20140617,20140617,1.4029632E12,0.0,
20140618,20140618,1.4030496E12,14.078277587890625,
20140619,20140619,1.403136E12,0.0,
20140620,20140620,1.4032224E12,0.0,
20140621,20140621,1.4033088E12,0.0,
20140622,20140622,1.4033952E12,0.0,
20140623,20140623,1.4034816E12,0.0,
20140624,20140624,1.403568E12,0.0,
20140625,20140625,1.4036544E12,0.0,
20140626,20140626,1.4037408E12,0.0,
20140627,20140627,1.4038272E12,0.0,
20140628,20140628,1.4039136E12,0.0,
20140629,20140629,1.404E12,0.0,
20140630,20140630,1.4040864E12,0.0,
20140701,20140701,1.4041728E12,0.0,
20140702,20140702,1.4042592E12,0.0,
20140703,20140703,1.4043456E12,0.0,
20140704,20140704,1.404432E12,0.0,
20140705,20140705,1.4045184E12,0.0,
20140706,20140706,1.4046048E12,0.0,
20140707,20140707,1.4046912E12,0.0,
20140708,20140708,1.4047776E12,0.0,
20140709,20140709,1.404864E12,0.0,
20140710,20140710,1.4049504E12,0.0,
20140711,20140711,1.4050368E12,0.0,
20140712,20140712,1.4051232E12,0.0,
20140713,20140713,1.4052096E12,0.0,
20140714,20140714,1.405296E12,0.0,
20140715,20140715,1.4053824E12,0.0,
20140716,20140716,1.4054688E12,0.0,
20140717,20140717,1.4055552E12,0.0,
20140718,20140718,1.4056416E12,0.0,
20140719,20140719,1.405728E12,0.0,
20140720,20140720,1.4058144E12,0.0,
20140721,20140721,1.4059008E12,0.0,
20140722,20140722,1.4059872E12,0.0,
20140723,20140723,1.4060736E12,0.0,
20140724,20140724,1.40616E12,0.0,
20140725,20140725,1.4062464E12,0.0,
20140726,20140726,1.4063328E12,0.0,
20140727,20140727,1.4064192E12,0.0,
20140728,20140728,1.4065056E12,0.0,
20140729,20140729,1.406592E12,0.0,
20140730,20140730,1.4066784E12,0.0,
